X--Trace 1::[transient: TIME],Y--Trace 1::[2ndOrderFilter: V(18)]
0.002000000664977291,-0.1773673177980915
0.0020000013451861214,-0.17730722761458229
0.002000001847691002,-0.1772540953699519
0.002000002485157412,-0.17717292274513183
0.0020000030937537437,-0.1770612104234892
0.0020000036737828682,-0.1769323832543894
0.002000004209483249,-0.1768472194159164
0.002000004611060555,-0.1768144050572738
0.0020000052157427024,-0.17676338822726054
0.0020000059082818113,-0.17667473579606988
0.002000006552756584,-0.17656736050690597
0.0020000074368339564,-0.1763801212225984
0.00200000807172855,-0.17623680092845714
0.0020000087023312077,-0.17613305437067464
0.002000009124169195,-0.17610112717906568
0.0020000094975076723,-0.17609625474840895
0.002000009917120616,-0.1760986911075834
0.002000010468389744,-0.176096114848381
0.002000011121693876,-0.1760937049642048
0.002000011436746648,-0.17609925249297034
0.0020000117581381815,-0.17610203424246296
0.0020000121885082336,-0.17609405557748034
0.00200001280093882,-0.1760725791822612
0.0020000136713611673,-0.1760260380971308
0.0020000144870616085,-0.17594589699520277
0.002000015545307181,-0.17582114034935328
0.0020000167482343797,-0.17565625319775083
0.0020000179737056454,-0.17544951462970274
0.0020000185143709067,-0.1753938034517942
0.002000018865345369,-0.17536190765475249
0.0020000191261178068,-0.17533500946650737
0.0020000193837635266,-0.17530737299417248
0.002000019753283818,-0.17527598262491606
0.0020000200828790373,-0.17525844822506972
0.002000020548096095,-0.1752230579409314
0.0020000209521951603,-0.17518253962777064
0.0020000213451223606,-0.1751530403017531
0.002000021834932242,-0.1751203197569981
0.002000022408531145,-0.17508946611737036
0.0020000227134024874,-0.17508228823811986
0.002000023323145173,-0.17507316603285367
0.002000024130717644,-0.17506368792410962
0.0020000256469834728,-0.1750298580259453
0.002000027078577072,-0.17497602177630414
0.002000029202012759,-0.1747569062083606
0.0020000313622736943,-0.17428694278117907
0.002000032190572471,-0.17409981814667708
0.0020000328333456417,-0.173980473425197
0.0020000334573956418,-0.17389894045449483
0.0020000347054956414,-0.17381199280397575
0.002000035617263845,-0.17381986211927253
0.002000036503573892,-0.17386783051876123
0.002000037228031549,-0.1738416929648862
0.0020000377902051367,-0.17377887485760135
0.0020000385648815274,-0.17364425231186054
0.0020000401142343093,-0.17320323890830386
0.0020000404910741204,-0.17309389426476718
0.002000040898221672,-0.17301353069294492
0.0020000411912465543,-0.17298544465352622
0.002000041338292256,-0.17297804348753618
0.0020000416323836586,-0.17296825581643135
0.0020000419788674495,-0.17296394341686916
0.002000042380054229,-0.17297397690100522
0.0020000428283314434,-0.17299943316648167
0.0020000434117738524,-0.17301841520596534
0.002000044163438171,-0.17299501084845967
0.002000045105676576,-0.17289057462615098
0.00200004612830967,-0.1726966889854633
0.0020000466517262347,-0.17260259376520423
0.002000047180757058,-0.17254847289856337
0.002000047448089698,-0.17252569032099596
0.0020000477195297145,-0.1725066987756911
0.002000047998152736,-0.1724884165461823
0.0020000483276082313,-0.17246063191577082
0.002000048743279458,-0.17241553716268726
0.002000049162035932,-0.17235799001720875
0.002000049434590768,-0.17231763455287202
0.002000049716220346,-0.17227655268514425
0.0020000500415977974,-0.17223217529506252
0.0020000506923527,-0.17215634913563552
0.002000051452210825,-0.17208778347813364
0.0020000529719270744,-0.1719902395639478
0.00200005444970985,-0.17190306957118912
0.002000055904075492,-0.17183622670313017
0.0020000576418730863,-0.17175108380482998
0.002000058915859545,-0.17166011728015387
0.0020000614638324633,-0.1714072379050273
0.0020000664473054037,-0.1704721488496028
0.002000068352251264,-0.17004767523748632
0.002000070655387984,-0.16960904567029245
0.0020000731828154227,-0.16942913120485215
0.00200007568135736,-0.16952013721550324
0.0020000763500404597,-0.16955758350314504
0.002000076739619651,-0.1695770577765268
0.002000077252783055,-0.1695995250007553
0.002000077783970516,-0.16961812712470878
0.002000078523734081,-0.16962204326382296
0.002000079856939946,-0.16950897457532824
0.0020000807770829193,-0.16937339528546408
0.002000081654939196,-0.16928661191747707
0.0020000826815407507,-0.16925152224113732
0.0020000837350704157,-0.16922584527426268
0.002000085062653453,-0.16916278974324556
0.002000087717819528,-0.16892778497006816
0.0020000899139235835,-0.16862701261355137
0.0020000916112550087,-0.16836286940675113
0.002000093059309591,-0.16822491602007003
0.002000094430612702,-0.16825649244972996
0.0020000956206570088,-0.16830920939284186
0.002000097034459388,-0.1681599739247064
0.0020000979794967356,-0.16795462482086074
