X--Trace 1::[transient: TIME],Y--Trace 1::[2ndOrderFilter: V(18)]
0.0024000003110170457,-0.1797221421013439
0.0024000010303511757,-0.17973904478403271
0.002400001912721851,-0.17975630717172106
0.002400002700019482,-0.1797651457411536
0.002400003272104171,-0.17974897856722977
0.0024000038211587898,-0.17969152748076436
0.0024000041319447414,-0.1796447889308124
0.0024000044804922288,-0.1796011834828408
0.0024000046804151798,-0.17958298100100933
0.0024000048964984096,-0.17956449489059895
0.002400005047595353,-0.17955072748117484
0.00240000531960015,-0.1795245876983598
0.0024000055701188312,-0.1794986121776844
0.0024000058439331336,-0.1794653310579186
0.0024000061053067565,-0.17943094508865864
0.002400006388816807,-0.1793986693657877
0.002400006513749395,-0.17938437546958821
0.002400006607532921,-0.17937309844091118
0.002400006728454422,-0.17935847397600363
0.002400006900414329,-0.17933801286324805
0.002400007099202235,-0.17931570960170068
0.002400007315034194,-0.17929602309941997
0.002400007522977408,-0.17927942030390095
0.00240000769879459,-0.17926541673110333
0.002400007889538981,-0.1792509109620069
0.002400008077504629,-0.17923349853099535
0.002400008248109459,-0.1792120467649364
0.0024000085170918727,-0.17917336439210912
0.002400008766541771,-0.1791379871846199
0.002400009103661085,-0.17908906074459627
0.002400009368125821,-0.17905081573493978
0.0024000097675196358,-0.17901829797929097
0.0024000101184321054,-0.17902006754892832
0.002400010434793933,-0.17902940389102315
0.0024000107858706218,-0.17903609937605963
0.0024000111646365328,-0.17903821061578298
0.0024000114874910897,-0.17903867663225734
0.0024000117215060937,-0.17903837618503643
0.0024000121895361016,-0.17903217866100132
0.0024000129248725206,-0.17898421494202246
0.0024000134834817944,-0.17890510544676314
0.0024000146007003417,-0.17865308542924607
0.0024000152307828266,-0.17850507033516574
0.0024000158517827603,-0.17842255023453354
0.0024000162078239855,-0.17840150507943364
0.0024000166787331535,-0.1783835007675583
0.0024000175958231707,-0.17835830308582679
0.002400018722350123,-0.17832117787808843
0.0024000195669706633,-0.17827424313609747
0.0024000203107362103,-0.1782290216959541
0.0024000211590464323,-0.1781541464056765
0.0024000219246740756,-0.1780331157218374
0.0024000223373813107,-0.17794726067335676
0.0024000229250155693,-0.1778244591451206
0.002400023561101059,-0.17771143194376757
0.0024000246970120845,-0.17761204521490886
0.0024000251174812323,-0.17760657005230848
0.002400025349864003,-0.17760507043696303
0.0024000256234952455,-0.17759807157309346
0.0024000259225722405,-0.17758466883862212
0.0024000263083374853,-0.17756209587747906
0.002400026709301982,-0.17752942275204603
0.002400027028171712,-0.17749449422592395
0.002400027374673209,-0.17744784457085028
0.0024000277695947585,-0.17738465501936948
0.0024000283874137203,-0.17727619816288392
0.002400029067249632,-0.17717058582373854
0.002400029747384783,-0.17710219495423846
0.002400030167473887,-0.17707842740498064
0.0024000307277606153,-0.17705652835080452
0.0024000313416599538,-0.17702706268722446
0.0024000317149004955,-0.17699799608822187
0.002400031891157103,-0.17698248695889773
0.002400031987352924,-0.1769742130072092
0.0024000321797445667,-0.17695878112116578
0.0024000323767692645,-0.17694535225355068
0.002400032627183367,-0.1769335127224689
0.0024000330408016483,-0.17692543199130006
0.0024000338680382105,-0.17692810355098443
0.002400034719294702,-0.17689813100162868
0.002400035458274694,-0.17680519724850455
0.0024000360270620504,-0.1766953689442322
0.002400036338438378,-0.1766321531736347
0.0024000366639056994,-0.17658181001694578
0.0024000368804508645,-0.17655929510725388
0.002400037200582746,-0.1765330998149307
0.002400037646120302,-0.17650258216683765
0.0024000380589734027,-0.1764834031374844
0.00240003831580746,-0.17647504160975944
0.002400038829475575,-0.17645997970337254
0.0024000398568118056,-0.1763976154572396
0.002400040800738121,-0.17630590687967315
0.00240004177882065,-0.1762028043751103
