X--Trace 1::[transient: TIME],Y--Trace 1::[4thOrderFilter: V(5)]
0.002000000229705662,0.2931636662126451
0.0020000006291405305,0.29312819680758206
0.0020000009651886005,0.29309839649960584
0.002000001428440771,0.2930575120345469
0.0020000017605195284,0.2930283594664822
0.002000002036470769,0.2930042174207095
0.0020000025344782766,0.2929607635107388
0.0020000029257043256,0.2929266741401402
0.00200000329792716,0.29289423831851724
0.0020000036630288868,0.2928624306896223
0.0020000040793722988,0.2928261502183182
0.002000004400040952,0.29279814607367016
0.002000004801080847,0.2927629682478652
0.0020000049954055775,0.29274585500837647
0.0020000051772549447,0.29272981541930243
0.0020000053029422377,0.29271872500073653
0.0020000054264302835,0.2927078287862409
0.0020000055383549713,0.2926979551402789
0.002000005576284217,0.29269461029288135
0.002000005612165977,0.292691446778498
0.0020000056451526045,0.2926885390685763
0.002000005688433244,0.29268472460201744
0.0020000057696611903,0.292677567289727
0.0020000058511926515,0.29267038502265547
0.0020000059264727965,0.292663754741998
0.002000005997338197,0.2926575133535444
0.0020000060905328875,0.29264930316370463
0.0020000061910945338,0.2926404402106794
0.002000006289927502,0.29263172485895556
0.0020000064875934386,0.2926142756814439
0.0020000067754088954,0.292588824470478
0.0020000071918849396,0.2925519447182269
0.002000007631372771,0.29251306378136455
0.002000008316884831,0.29245273708060066
0.002000009376955364,0.29236044205921424
0.002000009981884193,0.2923082031158651
0.002000010779998128,0.29223900841063705
0.0020000113730755144,0.29218698149856037
0.0020000115469024594,0.29217161444205025
0.0020000116954503127,0.2921584455833789
0.002000011992546019,0.2921320321222861
0.002000012363470013,0.2920989626581225
0.0020000128208581282,0.29205817201280326
0.002000013535322097,0.29199466309479777
0.0020000145099609784,0.29190868404954695
0.0020000152192411573,0.291846562403886
0.0020000159379170543,0.29178363933483065
0.002000016507758601,0.29173355622759134
0.002000017293402878,0.29166446414036323
0.002000017646288412,0.29163348242102255
0.002000017904108425,0.29161086009123505
0.0020000183339611583,0.2915731683879895
0.002000018763065755,0.29153557812651315
0.002000019235808713,0.2914941727210383
0.002000019999057252,0.29142716944398117
0.002000020680277608,0.2913671027042619
0.00200002115770464,0.29132489925470756
0.0020000217884558083,0.2912691696892466
0.0020000228397008273,0.29117665066158527
0.002000023814998493,0.29109132875474014
0.002000024902042364,0.29099678025317915
0.0020000252770170793,0.2909642201155518
0.002000025624915809,0.290933986654163
0.0020000259574031146,0.29090502702105253
0.00200002632763689,0.29087265382273
0.0020000267059377794,0.29083947831502993
0.0020000268992059235,0.29082251385097463
0.0020000270802113967,0.29080661293848203
0.0020000272773067398,0.2907892829706973
0.002000027671497426,0.29075460973704975
0.0020000281559549287,0.290712066776285
0.0020000288157781087,0.2906543945442655
0.0020000292971166095,0.2906125176077364
0.002000029813915474,0.29056757656213666
0.002000030136155302,0.29053947408012665
0.0020000307806349584,0.2904829235512769
0.0020000314883387017,0.2904203710194571
0.0020000321952839987,0.29035775885530285
0.0020000326424759497,0.29031827133976285
0.0020000331190245676,0.2902762867926466
0.0020000337308251027,0.29022243129268294
0.00200003453492626,0.2901516478616247
0.0020000355210443477,0.29006499974890576
0.0020000374932805233,0.28989305196173293
0.0020000389227976152,0.2897696776629836
0.0020000395374132,0.2897167053582727
0.00200004027487835,0.28965266746775475
0.002000040915272397,0.2895964987324297
0.0020000416607867198,0.2895306795386696
0.0020000422104253005,0.28948214910275755
0.00200004283083532,0.28942752780909764
0.00200004348592582,0.2893698360641048
0.0020000441201921495,0.2893136527548727
0.002000044601324422,0.2892707557790866
0.002000045563588967,0.28918443218960277
0.002000046082434545,0.2891378952522009
0.0020000466635694855,0.28908598837119287
0.002000047232562017,0.2890355165953858
0.0020000481914809526,0.28895135942061667
0.002000049075790762,0.28887427597112547
0.002000049987134247,0.2887946271455065
0.00200005102520128,0.28870376656439317
0.0020000521663640597,0.28860419804485404
0.0020000532275172636,0.28851189408776645
0.0020000545316531644,0.28839888865749697
0.002000054909652108,0.28836610661987033
0.0020000551114581107,0.28834857362144384
0.002000055320154041,0.2883304063613655
0.002000055489291157,0.2883156605840875
0.0020000557271424306,0.28829491096353693
0.00200005600943855,0.288270291483207
0.0020000562569935636,0.2882487208686594
0.002000056537617624,0.28822426380871413
0.002000056819794529,0.2881996288661614
0.002000057083892103,0.2881765290598368
0.002000057537182172,0.28813683259312645
0.002000058142219346,0.2880838919654548
0.0020000586233427133,0.28804187429590494
0.002000059074211244,0.28800245012794257
0.002000059446491101,0.2879697820427092
0.002000059870359582,0.28793250289906136
0.0020000604917550617,0.2878778892414625
0.0020000607573405914,0.2878546135499832
0.0020000609689948524,0.2878360979803019
0.0020000612753335698,0.2878093378897938
0.0020000615401353106,0.2877861906174077
0.0020000617172009866,0.2877706866578023
0.0020000620060570532,0.2877453132657161
0.002000062227214809,0.2877258173576007
0.002000062465204162,0.287704793223252
0.0020000626293638227,0.2876902820890486
0.002000062790251853,0.2876760596938199
0.0020000628767634023,0.2876684112895689
0.002000063017441149,0.2876559710059384
0.002000063100232817,0.28764864736100904
0.0020000631971692578,0.28764007101558886
0.0020000632667403003,0.28763391599286114
0.0020000633601651753,0.2876256526814413
0.0020000635470149254,0.28760913655693204
0.0020000637019279184,0.2875954540514763
0.0020000640117539045,0.287568102553103
0.002000064358379786,0.28753748488697906
0.002000064958281408,0.2874842382809991
0.0020000654224173633,0.2874427074888753
0.0020000662691614904,0.2873665738050062
0.0020000671191300837,0.2872906632233106
0.0020000678668073103,0.2872248378300245
0.0020000688172127877,0.2871418362203896
0.002000069641309022,0.2870697889794466
0.00200007046915775,0.28699709174766475
0.0020000710424073124,0.2869466440885878
0.0020000721889064372,0.2868461391922587
0.002000073160766263,0.2867617783108551
0.0020000738520931866,0.2867021660870161
0.0020000747386617673,0.2866256681178899
0.002000075826046388,0.28653106088925717
0.0020000765081025296,0.28647109184066527
0.002000077377366791,0.286394148693524
0.0020000781722802168,0.2863235444945384
0.0020000797621070685,0.2861823912799927
0.0020000813382522083,0.28604342732081894
0.0020000828554198056,0.2859112041082254
0.002000084082525998,0.2858049982316005
0.002000085264780545,0.28570252601423135
0.0020000865519364487,0.28559016215429023
0.002000087405948099,0.2855149322313939
0.0020000891139713996,0.2853626745932901
