X--Trace 1::[transient: TIME],Y--Trace 1::[Sum: V(4)],,X--Trace 2::[transient: TIME],Y--Trace 2::[2ndOrderFilter: V(17)],,X--Trace 3::[transient: TIME],Y--Trace 3::[Noise: V(1)],,X--Trace 4::[transient: TIME],Y--Trace 4::[4thOrderFilter: V(5)],,X--Trace 5::[transient: TIME],Y--Trace 5::[Clean: V(2)]
0.00002468378899211147,-2.027859732990928,,0.00002468378899211147,-1.4338435014420996e-10,,0.00002468378899211147,-0.06819961069545893,,0.00002468378899211147,-0.0000013218427601684135,,0.00002468378899211147,2.1001426917790638
0.00002568378899211147,-2.234014084073258,,0.00002568378899211147,-1.4755657946615782e-10,,0.00002568378899211147,0.06558618211454198,,0.00002568378899211147,-0.000001376952692529034,,0.00002568378899211147,2.1663973109027346
0.00002663378899211147,-2.207343210183988,,0.00002663378899211147,-1.5135108318381213e-10,,0.00002663378899211147,-0.020668853755719568,,0.00002663378899211147,-0.0000014337682109848662,,0.00002663378899211147,2.2273598874704263
0.00002763378899211147,-2.2454472312075033,,0.00002763378899211147,-1.55186679105294e-10,,0.00002763378899211147,-0.0433464035343258,,0.00002763378899211147,-0.0000014968342948214611,,0.00002763378899211147,2.289386817919486
0.00002863378899211147,-2.3639103714878886,,0.00002863378899211147,-1.5884311292024642e-10,,0.00002863378899211147,0.015375213788137457,,0.00002863378899211147,-0.000001563122657482897,,0.00002863378899211147,2.349154399980279
0.00002963378899211147,-2.4067351997552295,,0.00002963378899211147,-1.6233135071261011e-10,,0.00002963378899211147,-0.00000238856190290591,,0.00002963378899211147,-0.0000016331188620275352,,0.00002963378899211147,2.40660365026514
0.00003063378899211147,-2.5217418989584766,,0.00003063378899211147,-1.6566340133784043e-10,,0.00003063378899211147,0.06138193162659076,,0.00003063378899211147,-0.0000017066213713037996,,0.00003063378899211147,2.4616778732999682
0.000031633788992111465,-2.479160414416408,,0.000031633788992111465,-1.6882017875656454e-10,,0.000031633788992111465,-0.03681524036645284,,0.000031633788992111465,-0.0000017835370656696238,,0.000031633788992111465,2.514322717475822
0.00003263378899211146,-2.5193668430262557,,0.00003263378899211146,-1.7179135024390775e-10,,0.00003263378899211146,-0.04300280238923768,,0.00003263378899211146,-0.0000018642258731528206,,0.00003263378899211146,2.5644862286873864
0.00003363378899211146,-2.5994748167149524,,0.00003363378899211146,-1.7459065655521705e-10,,0.00003363378899211146,-0.013910572151241777,,0.00003363378899211146,-0.000001947462616929265,,0.00003363378899211146,2.612118901605411
0.00003463378899211146,-2.730092174508631,,0.00003463378899211146,-1.772186100978064e-10,,0.00003463378899211146,0.07552562153353898,,0.00003463378899211146,-0.0000020345661614067223,,0.00003463378899211146,2.6571737285324883
0.000035633788992111454,-2.669739884027929,,0.000035633788992111454,-1.7967133636932007e-10,,0.000035633788992111454,-0.03297401342222187,,0.000035633788992111454,-0.000002124164277192142,,0.000035633788992111454,2.6996062457939756
0.00003658378899211146,-2.751308350906435,,0.00003658378899211146,-1.8180329564878487e-10,,0.00003658378899211146,0.014657718644009343,,0.00003658378899211146,-0.000002212669961420541,,0.00003658378899211146,2.7374500520489717
0.000037583788992111454,-2.679429599369328,,0.000037583788992111454,-1.8387780667916013e-10,,0.000037583788992111454,-0.09613191680420764,,0.000037583788992111454,-0.000002308315231780468,,0.000037583788992111454,2.7746510145622536
0.00003858378899211145,-2.785501826420937,,0.00003858378899211145,-1.8577971226228097e-10,,0.00003858378899211145,-0.021595435018094408,,0.00003858378899211145,-0.000002406688597764932,,0.00003858378899211145,2.8091137315118395
0.00003958378899211145,-2.9392472489818995,,0.00003958378899211145,-1.875033713172859e-10,,0.00003958378899211145,0.09799613314733574,,0.00003958378899211145,-0.0000025071270956656106,,0.00003958378899211145,2.840804192356833
0.000040583788992111446,-2.8117023927553153,,0.000040583788992111446,-1.8901757271298735e-10,,0.000040583788992111446,-0.058684868557650385,,0.000040583788992111446,-0.0000026105629929232346,,0.000040583788992111446,2.869691122438418
0.00004158378899211144,-2.856163848396917,,0.00004158378899211144,-1.903677216488156e-10,,0.00004158378899211144,-0.03837125882236406,,0.00004158378899211144,-0.0000027159997281624742,,0.00004158378899211144,2.8957460138441635
0.00004258378899211144,-2.9095599948965343,,0.00004258378899211144,-1.915076846879302e-10,,0.00004258378899211144,-0.009991757444612063,,0.00004258378899211144,-0.0000028230786942478805,,0.00004258378899211144,2.918943153541898
0.00004358378899211144,-2.985825598983448,,0.00004358378899211144,-1.9249543451191581e-10,,0.00004358378899211144,0.04799952271205171,,0.00004358378899211144,-0.0000029323679187552086,,0.00004358378899211144,2.9392596487553644
0.000044583788992111435,-3.0152485745446107,,0.000044583788992111435,-1.9326592130633048e-10,,0.000044583788992111435,0.05751418066428673,,0.000044583788992111435,-0.000003042720616517272,,0.000044583788992111435,2.9566754495566268
0.00004558378899211143,-2.9264564908543185,,0.00004558378899211143,-1.9385288662886632e-10,,0.00004558378899211143,-0.044424279973168335,,0.00004558378899211143,-0.000003155249150302287,,0.00004558378899211143,2.9711733686529302
0.00004658378899211143,-2.965597464342036,,0.00004658378899211143,-1.942316778700245e-10,,0.00004658378899211143,-0.016967448634956826,,0.00004658378899211143,-0.0000032682377151511814,,0.00004658378899211143,2.982739098348481
0.000047583788992111426,-3.0088832509898245,,0.000047583788992111426,-1.9444178888865505e-10,,0.000047583788992111426,0.01785585900190166,,0.000047583788992111426,-0.0000033823460873555304,,0.000047583788992111426,2.9913612246644177
0.000048583788992111423,-2.9118187630514396,,0.000048583788992111423,-1.944671351718288e-10,,0.000048583788992111423,-0.08639285242338297,,0.000048583788992111423,-0.0000034969178371371403,,0.000048583788992111423,2.9970312386030273
0.00004958378899211142,-3.065139985063883,,0.00004958378899211142,-1.943388970213545e-10,,0.00004958378899211142,0.06814629715506676,,0.00004958378899211142,-0.000003611823892663288,,0.00004958378899211142,2.999743544545103
0.00005058378899211142,-3.0723991055162534,,0.00005058378899211142,-1.9399756476959108e-10,,0.00005058378899211142,0.07031661537245959,,0.00005058378899211142,-0.0000037264334835202354,,0.00005058378899211142,2.9994954657721387
0.000051583788992111415,-2.9683862923195896,,0.000051583788992111415,-1.9347553092662693e-10,,0.000051583788992111415,-0.02622548878297508,,0.000051583788992111415,-0.000003841654649136524,,0.000051583788992111415,2.9962872471079343
0.00005258378899211141,-2.98107120566287,,0.00005258378899211141,-1.927797874313543e-10,,0.00005258378899211141,-0.010513929937024139,,0.00005258378899211141,-0.000003955654664959217,,0.00005258378899211141,2.9901220546769776
0.000053533788992111415,-2.9581563183101705,,0.000053533788992111415,-1.9195326309983617e-10,,0.000053533788992111415,-0.023533338608883896,,0.000053533788992111415,-0.000004063456128153161,,0.000053533788992111415,2.981531733398739
0.00005453378899211141,-2.9287061339293845,,0.00005453378899211141,-1.909170060440382e-10,,0.00005453378899211141,-0.0410031314177697,,0.00005453378899211141,-0.0000041757183712568606,,0.00005453378899211141,2.96962059462876
0.00005553378899211141,-2.9290295837058253,,0.00005553378899211141,-1.8972381854237676e-10,,0.00005553378899211141,-0.025568668221581024,,0.00005553378899211141,-0.000004286414730939973,,0.00005553378899211141,2.9547787988585212
0.000056533788992111407,-2.9834651979581577,,0.000056533788992111407,-1.883631306425316e-10,,0.000056533788992111407,0.04687828113508797,,0.000056533788992111407,-0.000004395282285261209,,0.000056533788992111407,2.937020993148577
0.000057533788992111404,-2.892445490145282,,0.000057533788992111404,-1.868360635093402e-10,,0.000057533788992111404,-0.02514221326147449,,0.000057533788992111404,-0.0000045020888458424816,,0.000057533788992111404,2.916364702309237
0.0000585337889921114,-2.891515539581066,,0.0000585337889921114,-1.8513047808802023e-10,,0.0000585337889921114,-0.000013029833346566185,,0.0000585337889921114,-0.000004606670962238086,,0.0000585337889921114,2.892830311605695
0.0000595337889921114,-2.8605175009465498,,0.0000595337889921114,-1.832400353502644e-10,,0.0000595337889921114,-0.007437210591814198,,0.0000595337889921114,-0.000004708078327985698,,0.0000595337889921114,2.866441046640234
0.000060533788992111395,-2.885778407202035,,0.000060533788992111395,-1.8121824118617652e-10,,0.000060533788992111395,0.05039993240312676,,0.000060533788992111395,-0.000004806904753693694,,0.000060533788992111395,2.8372229504313613
0.0000615337889921114,-2.8310498595040228,,0.0000615337889921114,-1.7902045575937592e-10,,0.0000615337889921114,0.023559144795818658,,0.0000615337889921114,-0.00000490177677235824,,0.0000615337889921114,2.80520485771249
0.0000625337889921114,-2.8534316882989557,,0.0000625337889921114,-1.7669990546940174e-10,,0.0000625337889921114,0.08560133225285001,,0.0000625337889921114,-0.000004993675864769053,,0.0000625337889921114,2.770418366475544
0.0000635337889921114,-2.7132337661838637,,0.0000635337889921114,-1.7419899736590555e-10,,0.0000635337889921114,-0.02352014282618776,,0.0000635337889921114,-0.0000050808317981753765,,0.0000635337889921114,2.732897806787549
0.00006448378899211139,-2.6402251385656723,,0.00006448378899211139,-1.7168408130637663e-10,,0.00006448378899211139,-0.05471104779458464,,0.00006448378899211139,-0.000005160147624199746,,0.00006448378899211139,2.6947545395906527
0.00006548378899211139,-2.6544056402058973,,0.00006548378899211139,-1.6889322303784571e-10,,0.00006548378899211139,0.0027473624068140583,,0.00006548378899211139,-0.000005238610178651654,,0.00006548378899211139,2.652011473669722
0.00006648378899211138,-2.6387901893996166,,0.00006648378899211138,-1.6595750867281764e-10,,0.00006648378899211138,0.03171535825897777,,0.00006648378899211138,-0.000005311942227334361,,0.00006648378899211138,2.606651192605505
0.00006748378899211138,-2.6400334760361175,,0.00006748378899211138,-1.6290705303426113e-10,,0.00006748378899211138,0.08183065168600293,,0.00006748378899211138,-0.000005380049235157153,,0.00006748378899211138,2.5587184615189997
0.00006848378899211138,-2.5164278546306975,,0.00006848378899211138,-1.5971486968829026e-10,,0.00006848378899211138,0.006537498059459351,,0.00006848378899211138,-0.000005442328616118915,,0.00006848378899211138,2.5082605842287973
0.00006948378899211138,-2.3821370876587036,,0.00006948378899211138,-1.5640917503073558e-10,,0.00006948378899211138,-0.0727814652636794,,0.00006948378899211138,-0.000005498926115358685,,0.00006948378899211138,2.4553273565679326
0.00007048378899211137,-2.410088343680739,,0.00007048378899211137,-1.5297379633344223e-10,,0.00007048378899211137,0.010050705533011182,,0.00007048378899211137,-0.00000554851050325036,,0.00007048378899211137,2.3999710172413984
0.00007148378899211137,-2.3642991258849846,,0.00007148378899211137,-1.4941801044255746e-10,,0.00007148378899211137,0.021750235456798737,,0.00007148378899211137,-0.000005591568433581925,,0.00007148378899211137,2.34224619627286
0.00007248378899211137,-2.3450881176037135,,0.00007248378899211137,-1.4573363301317652e-10,,0.00007248378899211137,0.06306702379519466,,0.00007248378899211137,-0.000005627546075101656,,0.00007248378899211137,2.2822098610914106
0.00007348378899211136,-2.237770962977798,,0.00007348378899211136,-1.419271697668717e-10,,0.00007348378899211136,0.01669523944707735,,0.00007348378899211136,-0.0000056561517920997675,,0.00007348378899211136,2.219921260311599
0.00007448378899211136,-2.1013984455383268,,0.00007448378899211136,-1.3801635844643923e-10,,0.00007448378899211136,-0.054138510239601347,,0.00007448378899211136,-0.000005677444050997135,,0.00007448378899211136,2.155441865262201
0.00007548378899211136,-2.206293090320187,,0.00007548378899211136,-1.3400337400374904e-10,,0.00007548378899211136,0.11862989640660265,,0.00007548378899211136,-0.000005690260184267371,,0.00007548378899211136,2.088835309321442
0.00007648378899211136,-2.0188142835237843,,0.00007648378899211136,-1.2989232971392133e-10,,0.00007648378899211136,-0.004269528615009937,,0.00007648378899211136,-0.000005695146006714394,,0.00007648378899211136,2.0201673251185235
0.00007748378899211135,-2.0465263165756,,0.00007748378899211135,-1.2566490886407206e-10,,0.00007748378899211135,0.10026619790953477,,0.00007748378899211135,-0.0000056918547447129695,,0.00007748378899211135,1.9495056796634707
0.00007848378899211135,-1.8778884333492931,,0.00007848378899211135,-1.2136411917605515e-10,,0.00007848378899211135,-0.003844565926348376,,0.00007848378899211135,-0.000005679103677240866,,0.00007848378899211135,1.876920107469263
0.00007948378899211135,-1.8021726094764976,,0.00007948378899211135,-1.1696920166248457e-10,,0.00007948378899211135,0.0038290118074923445,,0.00007948378899211135,-0.000005658602132327243,,0.00007948378899211135,1.802482241732294
0.00008048378899211135,-1.7275594875989961,,0.00008048378899211135,-1.1248816666040738e-10,,0.00008048378899211135,-0.003511159352855148,,0.00008048378899211135,-0.000005627179665892942,,0.00008048378899211135,1.7262655436390526
0.00008143378899211134,-1.6841921581599069,,0.00008143378899211134,-1.0814617253520185e-10,,0.00008143378899211134,0.03178523358389879,,0.00008143378899211134,-0.000005589652652909675,,0.00008143378899211134,1.652280525950598
0.00008243378899211134,-1.5253319739258784,,0.00008243378899211134,-1.0352076359184212e-10,,0.00008243378899211134,-0.04860430796991717,,0.00008243378899211134,-0.000005540245659454445,,0.00008243378899211134,1.5728129789118719
0.00008343378899211134,-1.5084379201107148,,0.00008343378899211134,-9.881864885423146e-11,,0.00008343378899211134,0.0171452000008587,,0.00008343378899211134,-0.000005480801189906802,,0.00008343378899211134,1.4917932553509698
0.00008443378899211133,-1.3133938659805853,,0.00008443378899211133,-9.406055063058227e-11,,0.00008443378899211133,-0.09824654113262331,,0.00008443378899211133,-0.000005411079903091421,,0.00008443378899211133,1.40930131195342
0.00008543378899211133,-1.2774794486544305,,0.00008543378899211133,-8.924827389045399e-11,,0.00008543378899211133,-0.045907020786866565,,0.00008543378899211133,-0.000005331200792046648,,0.00008543378899211133,1.3254185583079814
0.00008643378899211133,-1.3391545499397037,,0.00008643378899211133,-8.438021635097319e-11,,0.00008643378899211133,0.0975290820752713,,0.00008643378899211133,-0.000005239974465414412,,0.00008643378899211133,1.2402277765652134
0.00008743378899211132,-1.172910739150792,,0.00008743378899211132,-7.946253671263845e-11,,0.00008743378899211132,0.01893004878448994,,0.00008743378899211132,-0.000005138924291438378,,0.00008743378899211132,1.153813039741491
0.00008843378899211132,-1.0106739297786085,,0.00008843378899211132,-7.450251104742812e-11,,0.00008843378899211132,-0.056949796190741905,,0.00008843378899211132,-0.0000050267353240985535,,0.00008843378899211132,1.06625962874908
0.00008938378899211132,-0.9675321899859481,,0.00008938378899211132,-6.972756435187642e-11,,0.00008938378899211132,-0.014505514500933884,,0.00008938378899211132,-0.000004910079157833523,,0.00008938378899211132,0.9821078777607688
0.00009038378899211131,-0.8452397839204702,,0.00009038378899211131,-6.468099770002941e-11,,0.00009038378899211131,-0.04824740263596715,,0.00009038378899211131,-0.00000477644978675034,,0.00009038378899211131,0.8925835203282773
0.00009138378899211131,-0.7606554863014097,,0.00009138378899211131,-5.961635488941282e-11,,0.00009138378899211131,-0.041410600722492405,,0.00009138378899211131,-0.000004631685032931555,,0.00009138378899211131,0.8021782907241359
0.00009238378899211131,-0.700544164042518,,0.00009238378899211131,-5.451771102293897e-11,,0.00009238378899211131,-0.011107115029630892,,0.00009238378899211131,-0.000004475479948687419,,0.00009238378899211131,0.7109814079952086
0.0000933837889921113,-0.657695792252199,,0.0000933837889921113,-4.9414731692492924e-11,,0.0000933837889921113,0.03889012174132874,,0.0000933837889921113,-0.000004308158585948027,,0.0000933837889921113,0.6190828724544144
0.0000943837889921113,-0.46483693691566863,,0.0000943837889921113,-4.4283323901988876e-11,,0.0000943837889921113,-0.06385685656993981,,0.0000943837889921113,-0.000004129469981723499,,0.0000943837889921113,0.5265733768612899
0.00009524204637448815,-0.3883365430637012,,0.00009524204637448815,-3.9868764605196586e-11,,0.00009524204637448815,-0.05714826972853118,,0.00009524204637448815,-0.000003967364934892426,,0.00009524204637448815,0.44675856849493456
0.00009623896146064455,-0.32899803863204613,,0.00009623896146064455,-3.472778951288763e-11,,0.00009623896146064455,-0.02648436366383203,,0.00009623896146064455,-0.0000037679562955288854,,0.00009623896146064455,0.3536453176894708
0.00009723896146064455,-0.2658332449306507,,0.00009723896146064455,-2.959051897109396e-11,,0.00009723896146064455,0.007174648380297492,,0.00009723896146064455,-0.000003557185874015512,,0.00009723896146064455,0.25989555948910126
0.00009823896146064454,-0.019170045835059997,,0.00009823896146064454,-2.4447323897955365e-11,,0.00009823896146064454,-0.15033116354053921,,0.00009823896146064454,-0.0000033346949462371003,,0.00009823896146064454,0.16588931574908844
0.0000986292364479341,-0.12053477939758435,,0.0000986292364479341,-2.2438457234750042e-11,,0.0000986292364479341,-0.006676492613905003,,0.0000986292364479341,-0.000003245105958108235,,0.0000986292364479341,0.12915149412017962
0.00009888895936526694,-0.1701333066003572,,0.00009888895936526694,-2.110269896740262e-11,,0.00009888895936526694,0.06596679935888243,,0.00009888895936526694,-0.000003184195300048525,,0.00009888895936526694,0.10469185191137562
0.00009903073087245235,-0.12177084112400664,,0.00009903073087245235,-2.0372948792635714e-11,,0.00009903073087245235,0.02750500721501312,,0.00009903073087245235,-0.000003150475244294732,,0.00009903073087245235,0.09133734643176551
0.00009915162013200725,-0.16650190034215134,,0.00009915162013200725,-1.9749726779678648e-11,,0.00009915162013200725,0.09305764020669713,,0.00009915162013200725,-0.0000031223288996165884,,0.00009915162013200725,0.07994845263125927
0.00009927402516230523,-0.07766884017068518,,0.00009927402516230523,-1.912214414297241e-11,,0.00009927402516230523,-0.0042521933440866485,,0.00009927402516230523,-0.000003092441576175315,,0.00009927402516230523,0.06841558488773208
0.00009938607186175141,-0.16670518395349845,,0.00009938607186175141,-1.8547029307663794e-11,,0.00009938607186175141,0.13003076685641857,,0.00009938607186175141,-0.0000030663729308147333,,0.00009938607186175141,0.05785777659782342
0.00009942684050166799,-0.17819598639862239,,0.00009942684050166799,-1.8338896558344064e-11,,0.00009942684050166799,0.12487066804572415,,0.00009942684050166799,-0.0000030565511845312714,,0.00009942684050166799,0.054016091045457154
0.00009945839177937329,-0.05401741385203689,,0.00009945839177937329,-1.8176517158411506e-11,,0.00009945839177937329,-0.02814060840881165,,0.00009945839177937329,-0.0000030478274820576103,,0.00009945839177937329,0.05104290918487674
0.0000994798543010317,-0.021435600814204623,,0.0000994798543010317,-1.8066866514925162e-11,,0.0000994798543010317,-0.011039901138458074,,0.0000994798543010317,-0.0000030423201883689265,,0.0000994798543010317,0.049020395531262376
0.00009950194593625934,-0.054207682741478004,,0.00009950194593625934,-1.795439474014303e-11,,0.00009950194593625934,0.005006411127747983,,0.00009950194593625934,-0.000003037493589709043,,0.00009950194593625934,0.046938574301446115
0.0000995117338423436,-0.021280247090906437,,0.0000995117338423436,-1.7904421642654503e-11,,0.0000995117338423436,-0.0550102689377264,,0.0000995117338423436,-0.0000030350135335003682,,0.0000995117338423436,0.046016196602437776
0.00009952137779368173,-0.030276780898630687,,0.00009952137779368173,-1.7854791476486718e-11,,0.00009952137779368173,0.02467242630809886,,0.00009952137779368173,-0.000003032738958643266,,0.00009952137779368173,0.045107380434353014
0.00009953010510819333,-0.036492296659587746,,0.00009953010510819333,-1.781025944194951e-11,,0.00009953010510819333,-0.04068955910507203,,0.00009953010510819333,-0.000003030878744519702,,0.00009953010510819333,0.044284941716604145
0.00009953384788883576,-0.03138388181272331,,0.00009953384788883576,-1.7791223855564784e-11,,0.00009953384788883576,-0.021967046528441492,,0.00009953384788883576,-0.0000030299705806619997,,0.00009953384788883576,0.043932231081342844
0.00009954061421956617,-0.0034259007569307537,,0.00009954061421956617,-1.77559167103856e-11,,0.00009954061421956617,-0.06908803257727235,,0.00009954061421956617,-0.000003028188625653541,,0.00009954061421956617,0.043294586828122365
0.00009954270056208607,-0.023263378144471592,,0.00009954270056208607,-1.774558251776162e-11,,0.00009954270056208607,0.06062723969268433,,0.00009954270056208607,-0.0000030277454749863227,,0.00009954270056208607,0.043097974062627484
0.00009954435216759273,-0.04536784048881066,,0.00009954435216759273,-1.773734667774029e-11,,0.00009954435216759273,0.06747667172665886,,0.00009954435216759273,-0.000003027498261287804,,0.00009954435216759273,0.042942329916424354
0.00009954719992585484,-0.07634233478503862,,0.00009954719992585484,-1.7722790016583355e-11,,0.00009954719992585484,0.07324223127051872,,0.00009954719992585484,-0.0000030271520314513993,,0.00009954719992585484,0.04267396234948974
0.00009955030682291127,-0.0917358827627834,,0.00009955030682291127,-1.7706745724153417e-11,,0.00009955030682291127,0.057246842925813717,,0.00009955030682291127,-0.000003026655819516113,,0.00009955030682291127,0.042381173623666855
0.00009955571359827101,-0.10601994095103974,,0.00009955571359827101,-1.767907268684277e-11,,0.00009955571359827101,0.08179784159962157,,0.00009955571359827101,-0.0000030255411519221453,,0.00009955571359827101,0.04187164729382721
0.00009956078424946133,-0.10358945655932841,,0.00009956078424946133,-1.765313238477031e-11,,0.00009956078424946133,0.03967398081260034,,0.00009956078424946133,-0.0000030243709334228373,,0.00009956078424946133,0.04139379569914356
0.0000995660780462409,-0.08158781026815966,,0.0000995660780462409,-1.7626094278883532e-11,,0.0000995660780462409,0.011629050404437834,,0.0000995660780462409,-0.0000030229604956969854,,0.0000995660780462409,0.04089491403282357
0.00009957007359237416,-0.055678089736447216,,0.00009957007359237416,-1.760572821396166e-11,,0.00009957007359237416,-0.020189480580888035,,0.00009957007359237416,-0.0000030217921797208175,,0.00009957007359237416,0.040518377349421444
0.00009957281717190745,-0.021909234233098727,,0.00009957281717190745,-1.7591678114347264e-11,,0.00009957281717190745,-0.08942296083286498,,0.00009957281717190745,-0.00000302088877134921,,0.00009957281717190745,0.04025982450527107
0.0000995739829657794,-0.017576482830038688,,0.0000995739829657794,-1.75854915842371e-11,,0.0000995739829657794,-0.014223489062711231,,0.0000995739829657794,-0.0000030205109777274476,,0.0000995739829657794,0.04014996088865321
0.00009957533090347615,-0.0335898767927083,,0.00009957533090347615,-1.7578521047035168e-11,,0.00009957533090347615,0.10216830421930084,,0.00009957533090347615,-0.000003020160374159015,,0.00009957533090347615,0.04002293209551872
0.00009957639896088188,-0.03597154819745881,,0.00009957639896088188,-1.7573197126119945e-11,,0.00009957639896088188,-0.09705466971762478,,0.00009957639896088188,-0.000003019960509324014,,0.00009957639896088188,0.03992227899242219
0.00009957737404824467,-0.029834912542264044,,0.00009957737404824467,-1.7568509959721425e-11,,0.00009957737404824467,0.0266440824623425,,0.00009957737404824467,-0.00000301976094084267,,0.00009957737404824467,0.03983038729235752
0.00009957860634528929,-0.025801159411298995,,0.00009957860634528929,-1.756247213000386e-11,,0.00009957860634528929,-0.08490390502622089,,0.00009957860634528929,-0.000003019443539259097,,0.00009957860634528929,0.03971425623901858
0.00009957980048466551,-0.014216462607527059,,0.00009957980048466551,-1.7556375252547518e-11,,0.00009957980048466551,-0.04663809717875437,,0.00009957980048466551,-0.000003019101075087342,,0.00009957980048466551,0.039601721088360464
0.00009958060135665403,-0.006982968677088296,,0.00009958060135665403,-1.7552522945234332e-11,,0.00009958060135665403,-0.1002513766002912,,0.00009958060135665403,-0.000003018854903071831,,0.00009958060135665403,0.039526247245877395
0.00009958168576240161,-0.0026969921340399016,,0.00009958168576240161,-1.7547179038616423e-11,,0.00009958168576240161,-0.004197590513301098,,0.00009958168576240161,-0.0000030185189906797457,,0.00009958168576240161,0.03942405326021815
0.00009958282726965736,-0.016232464731200092,,0.00009958282726965736,-1.7541316107398477e-11,,0.00009958282726965736,0.06016856587719579,,0.00009958282726965736,-0.0000030182254726347447,,0.00009958282726965736,0.03931647800069095
0.00009958358575983172,-0.026362002444994922,,0.00009958358575983172,-1.7537255469631997e-11,,0.00009958358575983172,0.03102306860228386,,0.00009958358575983172,-0.000003018087725503377,,0.00009958358575983172,0.03924499811401254
0.00009958475477335876,-0.03207616106665835,,0.00009958475477335876,-1.7531072388309122e-11,,0.00009958475477335876,-0.004956648917982687,,0.00009958475477335876,-0.000003017908195449996,,0.00009958475477335876,0.03913483058600793
0.00009958594600992262,-0.02551032242913246,,0.00009958594600992262,-1.7524931042245088e-11,,0.00009958594600992262,-0.07035010146996311,,0.00009958594600992262,-0.0000030176739795938473,,0.00009958594600992262,0.03902256871054817
0.00009958689637783207,-0.02823553576921812,,0.00009958689637783207,-1.751989247272728e-11,,0.00009958689637783207,0.0786966956352668,,0.00009958689637783207,-0.0000030174417638395923,,0.00009958689637783207,0.038933006205646596
0.00009958787871398274,-0.04179840453958613,,0.00009958787871398274,-1.7515083686016237e-11,,0.00009958787871398274,0.04520478407085159,,0.00009958787871398274,-0.0000030172274547029424,,0.00009958787871398274,0.03884043098282924
0.00009958837496323537,-0.04058983420955244,,0.00009958837496323537,-1.751271149727027e-11,,0.00009958837496323537,-0.03956204035593271,,0.00009958837496323537,-0.00000301713338978574,,0.00009958837496323537,0.03879366450790655
0.00009958899965690829,-0.03717061820524525,,0.00009958899965690829,-1.7509657635016606e-11,,0.00009958899965690829,-0.027474927958057793,,0.00009958899965690829,-0.0000030170098433307053,,0.00009958899965690829,0.038734793431557654
0.00009958976089201438,-0.03638100902847901,,0.00009958976089201438,-1.750575494467494e-11,,0.00009958976089201438,0.01545012529349181,,0.00009958976089201438,-0.0000030168402171875146,,0.00009958976089201438,0.038663054682486285
0.00009959095299647114,-0.04178278413875216,,0.00009959095299647114,-1.749949126818037e-11,,0.00009959095299647114,0.029432024120545956,,0.00009959095299647114,-0.0000030165637423275286,,0.00009959095299647114,0.038550710788182924
0.00009959218901630984,-0.041612345954597306,,0.00009959218901630984,-1.749330367275422e-11,,0.00009959218901630984,-0.02577079933307863,,0.00009959218901630984,-0.0000030162892762287784,,0.00009959218901630984,0.038434228252286894
0.00009959356990852023,-0.04001231050411787,,0.00009959356990852023,-1.7486326591547792e-11,,0.00009959356990852023,0.020585042596572446,,0.00009959356990852023,-0.0000030159675883143714,,0.00009959356990852023,0.038304092872470316
0.00009959594650267276,-0.04204088323140407,,0.00009959594650267276,-1.7474005634547513e-11,,0.00009959594650267276,-0.007082850499053392,,0.00009959594650267276,-0.0000030153950021921535,,0.00009959594650267276,0.038080122302367195
0.00009959820855553309,-0.056295877569120044,,0.00009959820855553309,-1.7462410342637486e-11,,0.00009959820855553309,0.09143832953861915,,0.00009959820855553309,-0.000003014916961572795,,0.00009959820855553309,0.03786694592269341
0.00009959932871133425,-0.0497672066517888,,0.00009959932871133425,-1.74566905810311e-11,,0.00009959932871133425,-0.037997639736282784,,0.00009959932871133425,-0.0000030146684931231205,,0.00009959932871133425,0.03776138211255947
0.00009960069013517889,-0.03954237028837341,,0.00009960069013517889,-1.7449224473240568e-11,,0.00009960069013517889,-0.032307094719278034,,0.00009960069013517889,-0.0000030143165466314916,,0.00009960069013517889,0.03763308106854143
0.00009960213411704353,-0.033434325983879055,,0.00009960213411704353,-1.744186360774525e-11,,0.00009960213411704353,-0.010021101164694329,,0.00009960213411704353,-0.0000030139006165943166,,0.00009960213411704353,0.037496999653540905
0.00009960443890228,-0.03656690774117931,,0.00009960443890228,-1.7430231200916118e-11,,0.00009960443890228,0.018706379442256862,,0.00009960443890228,-0.0000030132963209690347,,0.00009960443890228,0.03727979563275687
0.0000996062272005651,-0.04066783355443121,,0.0000996062272005651,-1.7420958527332578e-11,,0.0000996062272005651,0.005953655929005178,,0.0000996062272005651,-0.0000030128979529071513,,0.0000996062272005651,0.03711126544511394
0.00009960911140284442,-0.04132053312161706,,0.00009960911140284442,-1.7406152147799956e-11,,0.00009960911140284442,0.004238806539519038,,0.00009960911140284442,-0.0000030122418722303464,,0.00009960911140284442,0.036839456431855475
0.00009961271127550816,-0.03765142600582966,,0.00009961271127550816,-1.7386792075653047e-11,,0.00009961271127550816,-0.008519287909291628,,0.00009961271127550816,-0.000003011353698960297,,0.00009961271127550816,0.03650020177321136
0.00009961843662832132,-0.0314434539581569,,0.00009961843662832132,-1.7356908625795457e-11,,0.00009961843662832132,-0.005254107007885528,,0.00009961843662832132,-0.000003009913034557653,,0.00009961843662832132,0.03596063933552534
